Nub_ID,Color,Number,Colony,Nutrient Level,Tank Level,Assignment,Species,Partial mortality,Blastate Vol (mL),Corrected SA,BW_initial,BW_final,dry.w_intial,dry.w_final,Growth.day,percent.growth ,growth.SA,growth.protein,Total Protein per mL,Total Protein (mg),Protein.SA,Chl.a per ml,Total Chl.a,Chl.a.cm2,Chl.c.per ml,Total Chl.c,Chl.c.cm2,Total chl,Mean VL3,Median VL3,Zoox/uL,Zoox/mL,Total Zoox,Zoox.cm2,
G100_Poc5_CH_N4.T2,G,100,5,N4,T2,CH,POC,2,10,4.35598404,5.247,5.277,8.071293488,8.117435101,1.357106259,0.571675567,0.311549869,0.661001671,0.205310564,2.053105641,0.471329927,1.57516275,15.7516275,3.616089351,3.254480416,32.54480416,7.471286362,11.08737571,162639.9688,92819,151.571429,151571.429,1515714.29,3.48E+05,
R001_Poc6_CH_N4.T2,R,001,6,N4,T2,CH,POC,0,10,3.930870631,3.728,3.794,5.734664016,5.836185129,2.985915086,1.770306205,0.759606552,0.575816529,0.518553209,5.185532088,1.319181569,3.91929975,39.1929975,9.970564076,8.973507668,89.73507668,22.82829559,32.79885966,248216.2969,137097,259.510204,259510.204,2595102.04,6.60E+05,
R002_Poc6_CH_T0,R,002,6,T0,T0,T0,POC,0,10,8.195947641,,,,,,,0,,0.725635495,7.256354945,0.88535887,2.13299475,21.3299475,2.602499239,2.342249315,23.42249315,2.857813907,5.460313146,180473.25,137105.5,209.714286,209714.286,2097142.86,2.56E+05,
R003_Poc6_CH_N3.T2,R,003,6,N3,T2,CH,POC,0,10,5.280802069,3.678,3.752,5.657750519,5.771578202,3.347873041,2.011889407,0.633970559,0.676474249,0.494900293,4.94900293,0.937168799,5.30448225,53.0448225,10.04484202,9.040357815,90.40357815,17.11928926,27.16413128,278406.4063,153893.5,511.96,511960,5119600,9.69E+05,
R004_Poc6_CH_N1.T2,R,004,6,N1,T2,CH,POC,0,10,7.483477339,4.765,4.883,7.329848021,7.511358681,5.338548836,2.476322291,0.713378099,0.985912994,0.541482755,5.414827546,0.723571049,3.49242975,34.9242975,4.66685418,4.200168762,42.00168762,5.612589672,10.27944385,282713,163854,282.469388,282469.388,2824693.88,3.77E+05,
R005_Poc6_TP_N3.T1,R,005,6,N3,T1,TP,POC,0,10,6.79035084,4.32,4.38,6.645318824,6.737610151,2.714450791,1.388817141,0.399751185,0.655172081,0.414311121,4.143111209,0.610146855,3.18995175,31.8995175,4.697771625,4.227994463,42.27994463,6.226474246,10.92424587,208044.6406,126349,510.1,510100,5101000,7.51E+05,
R006_Poc6_CH_N0.T1,R,006,6,N0,T1,CH,POC,0,15,7.800780423,3.533,3.606,5.434701594,5.546991204,3.302635585,2.066159622,0.423372458,0.629495612,0.349765275,5.246479121,0.672558236,1.15723575,17.35853625,2.225230722,2.002707649,30.04061474,3.850975558,6.076206279,368334.5625,278994,117.816327,117816.327,1767244.905,2.27E+05,
R007_Poc6_CH_N2.T3,R,007,6,N2,T3,CH,POC,0,10,9.853197381,4.441,4.509,6.83144922,6.936046614,3.076393942,1.531115736,0.312222908,0.390515058,0.787778571,7.877785714,0.799515671,3.2329365,32.329365,3.281103966,2.952993569,29.52993569,2.99699017,6.278094135,368863.25,178165,172.795918,172795.918,1727959.18,1.75E+05,
R008_Poc6_TP_N0.T2,R,008,6,N0,T2,TP,POC,0,10,9.70057608,4.203,4.326,6.465341199,6.654543458,5.564772307,2.926407944,0.573653798,1.417619014,0.392543571,3.925435714,0.404660062,1.36783125,13.6783125,1.410051567,1.26904641,12.6904641,1.308217573,2.71826914,239854.6875,179789.5,199.84,199840,1998400,2.06E+05,
R009_Poc6_CH_N2.T1,R,009,6,N2,T1,CH,POC,0,10,5.411372259,3.442,3.504,5.294719293,5.39008812,2.804965517,1.801206491,0.518346435,1.008122513,0.278236571,2.782365714,0.514170081,3.0235485,30.235485,5.587396977,5.028657279,50.28657279,9.292757989,14.88015497,178453.9844,102563,275.489796,275489.796,2754897.96,5.09E+05,
R010_Poc6_CH_N4.T3,R,010,6,N4,T3,CH,POC,0,10,6.278525657,4.15,4.207,6.383812992,6.471489641,2.578724978,1.37342133,0.410721421,1.037048144,0.248660103,2.486601026,0.396048557,3.12242625,31.2242625,4.973183866,4.47586548,44.7586548,7.128847956,12.10203182,206171.2031,122027,314.64,314640,3146400,5.01E+05,
R011_Poc6_CH_N2.T2,R,011,6,N2,T2,CH,POC,0,10,8.780856575,4.268,4.375,6.565328641,6.729918949,4.840891411,2.506962209,0.55130059,0.681490378,0.710338923,7.103389231,0.808963131,6.494445,64.94445,7.396140621,6.656526559,66.56526559,7.580725755,14.97686638,343600.3125,170399.5,358.44898,358448.98,3584489.8,4.08E+05,
R012_Poc6_CH_N0.T3,R,012,6,N0,T3,CH,POC,0,10,4.735768069,3.317,3.367,5.102435755,5.17934539,2.262048103,1.507312178,0.477651792,0.573839957,0.394194945,3.941949451,0.832378063,0.9783105,9.783105,2.065790566,1.85921151,18.5921151,3.925892237,5.991682803,353226.4688,255965.5,99.142857,99142.857,991428.57,2.09E+05,
R013_Poc6_CH_N1.T3,R,013,6,N1,T3,CH,POC,0,10,6.140901199,4.105,4.206,6.314590914,6.469951439,4.569427205,2.460341883,0.74409717,0.746618913,0.612016,6.12016,0.99662245,3.246756,32.46756,5.287100207,4.758390187,47.58390187,7.748683837,13.03578404,370095.9063,220533.5,138.857143,138857.143,1388571.43,2.26E+05,
R014_Poc6_CH_N3.T3,R,014,6,N3,T3,CH,POC,1,10,11.13999828,5.846,5.96,8.992716073,9.168073957,5.157584822,1.949999116,0.462978961,1.172282129,0.439961055,4.399610549,0.394938172,7.472751,74.72751,6.708036047,6.037232443,60.37232443,5.419419549,12.1274556,269317.2188,151695.5,389.469388,389469.388,3894693.88,3.50E+05,
R015_Poc6_CH_N4.T1,R,015,6,N4,T1,CH,POC,0,10,6.584925775,3.679,3.738,5.659288832,5.750042319,2.66922019,1.60361998,0.405353117,0.275414686,0.969164073,9.691640733,1.471791948,5.28706725,52.8706725,8.029046083,7.226141475,72.26141475,10.97376299,19.00280907,176369.25,109586,430.489796,430489.796,4304897.96,6.54E+05,
R016_Poc6_TP_N4.T2,R,016,6,N4,T2,TP,POC,0,10,5.69648256,3.921,3.969,6.031549703,6.10538186,2.171534038,1.224099294,0.381206124,0.416386257,0.521519143,5.215191429,0.915510822,5.41535625,54.1535625,9.506491406,8.555842265,85.55842265,15.01951805,24.52600946,203223.625,104226.5,471.32,471320,4713200,8.27E+05,
R017_Poc6_CH_T0,R,017,6,T0,T0,T0,POC,0,10,4.647472724,,,,,,,0,,0.213867429,2.138674286,0.460180062,0.92948775,9.2948775,1.99998538,1.799986842,17.99986842,3.873044446,5.873029825,127232.6563,96822,113.408163,113408.163,1134081.63,2.44E+05,
R018_Poc6_CH_N3.T1,R,018,6,N3,T1,CH,POC,0,10,8.491058852,4.045,4.145,6.222294841,6.376118772,4.524233269,2.47214147,0.532823214,0.751468251,0.602052484,6.020524835,0.709042882,4.63896075,46.3896075,5.463347777,4.917012999,49.17012999,5.79081253,11.25416031,212181,120269,356.102041,356102.041,3561020.41,4.19E+05,
R019_Poc6_CH_N1.T1,R,019,6,N1,T1,CH,POC,0,10,7.864093952,3.788,3.875,5.826959924,5.960785325,3.936041214,2.29665903,0.500507908,1.11198354,0.35396578,3.539657802,0.450103702,2.08886325,20.8886325,2.656203325,2.390582992,23.90582992,3.039870844,5.696074169,182959.9375,119550,401.163265,401163.265,4011632.65,5.10E+05,
R020_Poc6_CH_N0.T2,R,020,6,N0,T2,CH,POC,0,10,5.57421304,3.7,3.763,5.691592346,5.788499083,2.850198145,1.702629616,0.511318481,0.679117289,0.41969159,4.196915897,0.752916307,0.72761475,7.2761475,1.305322823,1.174790541,11.74790541,2.107545105,3.412867928,340505.4375,265388.5,100.857143,100857.143,1008571.43,1.81E+05,
R021_Poc7_CH_N3.T2,R,021,7,N3,T2,CH,POC,0,10,5.033490699,4.346,4.407,6.685309469,6.779150082,2.760018058,1.403683919,0.548330815,0.549877933,0.501932864,5.019328645,0.997186435,3.2263125,32.263125,6.409691987,5.768722788,57.68722788,11.46068034,17.87037232,262303.4375,162083,334.22449,334224.49,3342244.9,6.64E+05,
R022_Poc7_CH_N0.T3,R,022,7,N0,T3,CH,POC,0,10,4.984747367,3.494,3.543,5.374710743,5.450080431,2.216755506,1.402302204,0.444707694,0.337195158,0.657410242,6.574102418,1.318843651,1.963299,19.63299,3.938612843,3.544751559,35.44751559,7.111196009,11.04980885,452269,307857,111.510204,111510.204,1115102.04,2.24E+05,
R023_Poc7_CH_N0.T1,R,023,7,N0,T1,CH,POC,0,15,8.653546582,3.975,4.02,6.114618021,6.183833788,2.03575786,1.131972054,0.235251274,0.247478915,0.548399004,8.225985055,0.95059118,1.34415075,20.16226125,2.329941956,2.09694776,31.45421641,3.634835279,5.964777235,247127.1875,175940,178.08,178080,2671200,3.09E+05,
R024_Poc7_CH_N2.T1,R,024,7,N2,T1,CH,POC,0,10,5.632679716,3.391,3.44,5.216269101,5.291639022,2.216762382,1.444900934,0.393553778,0.450224646,0.492368066,4.923680659,0.874127575,2.668728,26.68728,4.73793671,4.264143039,42.64143039,7.570363049,12.30829976,233242.5781,137177.5,305.673469,305673.469,3056734.69,5.43E+05,
R025_Poc7_CH_N1.T2,R,025,7,N1,T2,CH,POC,0,10,5.212461908,3.58,3.647,5.507001885,5.610060436,3.031133858,1.871409404,0.58151674,0.552614273,0.548508066,5.485080659,1.052301342,2.18936025,21.8936025,4.200242205,3.780217985,37.80217985,7.252269755,11.45251196,306281.4375,196375.5,188.244898,188244.898,1882448.98,3.61E+05,
R026_Poc7_CH_N4.T2,R,026,7,N4,T2,CH,POC,0,10,3.347397026,2.529,2.567,3.890281534,3.948731576,1.719118886,1.502463038,0.513568863,0.810295159,0.21215959,2.121595897,0.633804679,2.441913,24.41913,7.294960775,6.565464697,65.65464697,19.61364202,26.9086028,186741.375,112505.5,212.92,212920,2129200,6.36E+05,
R027_Poc7_CH_N1.T1,R,027,7,N1,T1,CH,POC,0,10,7.365371847,3.534,3.624,5.436241607,5.574680096,4.071720246,2.546584541,0.552819373,0.945226044,0.430766828,4.307668278,0.584854148,1.417854,14.17854,1.925027045,1.73252434,17.3252434,2.352256446,4.27728349,241903.0469,175200.5,247.52,247520,2475200,3.36E+05,
R028_Poc7_TP_N3.T3,R,028,7,N3,T3,TP,POC,0,10,4.30314324,2.764,2.809,4.251774704,4.320992511,2.035817855,1.627974479,0.473100183,0.480469487,0.423714286,4.237142857,0.984662285,1.66922775,16.6922775,3.87908944,3.491180496,34.91180496,8.11309385,11.99218329,242780.2969,153673.5,219.387755,219387.755,2193877.55,5.10E+05,
R029_Poc7_CH_N3.T3,R,029,7,N3,T3,CH,POC,0,10,6.67543668,3.684,3.743,5.666981791,5.757734403,2.66919447,1.601427626,0.399853163,0.504200838,0.529391121,5.293911209,0.793043431,6.953565,69.53565,10.41664438,9.374979945,93.74979945,14.04399501,24.4606394,338858.9375,198410.5,229.510204,229510.204,2295102.04,3.44E+05,
R030_Poc7_CH_N3.T1,R,030,7,N3,T1,CH,POC,0,10,4.051975682,3.369,3.409,5.182427185,5.243953974,1.809611424,1.187219544,0.446599774,0.322274427,0.561512571,5.615125714,1.385774781,2.0849475,20.849475,5.145508422,4.63095758,46.3095758,11.42888789,16.57439631,196574.5625,119995.5,328,328000,3280000,8.09E+05,
R031_Poc7_CH_N4.T1,R,031,7,N4,T1,CH,POC,0,10,7.722736587,4.461,4.521,6.86221666,6.954505437,2.714375795,1.34488288,0.35147849,0.343001458,0.791359842,7.913598422,1.024714275,8.48248275,84.8248275,10.98377842,9.885400581,98.85400581,12.80038555,23.78416397,286929.1563,169596,415.18,415180,4151800,5.38E+05,
R032_Poc7_TP_N0.T3,R,032,7,N0,T3,TP,POC,0,10,6.3784302,4.119,4.183,6.336128756,6.434571231,2.895366907,1.553669104,0.453930954,0.498615813,0.580680923,5.806809231,0.910382186,1.20559875,12.0559875,1.890118277,1.701106449,17.01106449,2.666967257,4.557085534,357728.6875,228345.5,114.6,114600,1146000,1.80E+05,
R033_Poc7_CH_N4.T3,R,033,7,N4,T3,CH,POC,0,10,5.441446518,3.557,3.599,5.47162167,5.536223223,1.900045699,1.180665581,0.349180258,0.378879546,0.501490703,5.014907033,0.92161285,3.3664065,33.664065,6.186602201,5.567941981,55.67941981,10.23246661,16.41906881,311922.5313,187214.5,282.56,282560,2825600,5.19E+05,
R034_Poc7_CH_T0,R,034,7,T0,T0,T0,POC,0,10,5.461574636,,,,,0,,0,,0.321883912,3.218839121,0.589361006,1.32197925,13.2197925,2.420509355,2.17845842,21.7845842,3.988700265,6.40920962,231974.375,163628,170.38,170380,1703800,3.12E+05,
R035_Poc7_CH_T0,R,035,7,T0,T0,T0,POC,0,10,6.720643623,,,,,0,,0,,0.680647114,6.806471136,1.012770728,1.44653475,14.4653475,2.152375325,1.937137792,19.37137792,2.882369459,5.034744783,303245.625,189105,147.32,147320,1473200,2.19E+05,
R036_Poc7_CH_N0.T2,R,036,7,N0,T2,CH,POC,0,10,3.175602759,3.047,3.089,4.687104759,4.751707084,1.900068366,1.378299137,0.598333139,0.594022627,0.319864645,3.198646447,1.007256477,0.86835525,8.6835525,2.734458041,2.461012237,24.61012237,7.749748392,10.48420643,229034.1719,183000,162.6,162600,1626000,5.12E+05,
R037_Poc7_CH_N2.T3,R,037,7,N2,T3,CH,POC,0,10,3.707802278,2.788,2.822,4.288693084,4.340989919,1.538142208,1.219411929,0.414839329,0.882968623,0.174201231,1.742012308,0.469823409,1.77594525,17.7594525,4.789751763,4.310776587,43.10776587,11.62623102,16.41598279,306896.0625,193214,141.897959,141897.959,1418979.59,3.83E+05,
R038_Poc7_CH_N2.T2,R,038,7,N2,T2,CH,POC,0,10,4.816703704,3.332,3.363,5.125511282,5.173192555,1.40239036,0.930273481,0.291151469,0.865336249,0.162063055,1.620630549,0.336460503,1.9824675,19.824675,4.115817833,3.704236049,37.04236049,7.690396331,11.80621416,285392.9688,174250,183.34,183340,1833400,3.81E+05,
R039_Poc7_TP_N4.T1,R,039,7,N4,T1,TP,POC,0,10,3.12715716,2.554,2.587,3.928738293,3.979496938,1.492901316,1.291983353,0.477398877,0.337755239,0.442006857,4.420068571,1.413446253,2.4504585,24.504585,7.836058038,7.052452234,70.52452234,22.55227951,30.38833755,205554.7344,118798,337.469388,337469.388,3374693.88,1.08E+06,
R040_Poc7_CH_N1.T3,R,040,7,N1,T3,CH,POC,0,10,4.737262106,3.325,3.389,5.114743458,5.213187163,2.895403077,1.924704639,0.611197568,0.611069046,0.473825846,4.738258462,1.000210323,3.00686175,30.0686175,6.347256458,5.712530813,57.12530813,12.05871806,18.40597452,397185.0938,258047,200.918367,200918.367,2009183.67,4.24E+05,
R041_Poc8_TP_N0.T2,R,041,8,N0,T2,TP,POC,0,10,6.19170468,3.976,4.03,6.116156155,6.199216428,2.442949219,1.358046972,0.39455196,0.5803892,0.420915692,4.209156923,0.679805827,0.94568025,9.4568025,1.52733423,1.374600807,13.74600807,2.220068427,3.747402657,258226.8125,207256,200.265306,200265.306,2002653.06,3.23E+05,
R042_Poc8_TP_N3.T1,R,042,8,N3,T1,TP,POC,0,10,6.78872328,4.97,5.056,7.645195224,7.777478749,3.890691909,1.730283152,0.573110988,0.579363091,0.671546388,6.715463883,0.989208664,4.25910825,42.5910825,6.273798584,5.646418725,56.46418725,8.317349953,14.59114854,235810.8594,145254,340.5,340500,3405000,5.02E+05,
R043_Poc8_CH_N4.T3,R,043,8,N4,T3,CH,POC,0,14,6.45597372,3.742,3.79,5.756201331,5.830032265,2.171498061,1.282632935,0.336354848,0.321333562,0.482697802,6.757769231,1.046746707,4.95179475,69.3251265,10.73813642,9.664322774,135.3005188,20.95741475,31.69555116,216530.9063,123489,320.469388,320469.388,4486571.432,6.95E+05,
R044_Poc8_CH_T0,R,044,8,T0,T0,T0,POC,0,10,8.972529645,,,,,,,0,,0.700735304,7.00735304,0.780978533,3.1817565,31.817565,3.546108652,3.191497786,31.91497786,3.556965441,7.103074093,214283.4375,145414,308.204082,308204.082,3082040.82,3.43E+05,
R045_Poc8_CH_N2.T2,R,045,8,N2,T2,CH,POC,0,10,8.409763601,5.284,5.372,8.128211664,8.263571336,3.981166837,1.665306934,0.473398186,0.552427724,0.720667458,7.206674579,0.856941398,6.1650045,61.650045,7.330770272,6.597693245,65.97693245,7.845277891,15.17604816,318349.3125,137037,265.163265,265163.265,2651632.65,3.15E+05,
R046_Poc8_CH_N4.T1,R,046,8,N4,T1,CH,POC,0,10,14.71068694,5.691,5.742,8.754286873,8.832729533,2.307137063,0.896048545,0.156834081,0.278522419,0.82834878,8.283487802,0.563093201,9.650397,96.50397,6.560126689,5.90411402,59.0411402,4.01348628,10.57361297,231383.2656,129872.5,489.795918,489795.918,4897959.18,3.33E+05,
R047_Poc8_TP_N4.T1,R,047,8,N4,T1,TP,POC,0,10,6.13903092,3.82,3.88,5.876186225,5.968476273,2.714413188,1.570577325,0.442156624,0.365062843,0.743546828,7.435468278,1.21117948,4.40246175,44.0246175,7.171264989,6.45413849,64.5413849,10.51328552,17.68455051,212630.8125,129458.5,449.469388,449469.388,4494693.88,7.32E+05,
R048_Poc8_CH_N3.T2,R,048,8,N3,T2,CH,POC,0,10,6.164650677,3.385,3.422,5.207039382,5.263950029,1.673842554,1.092955952,0.271522693,0.493521765,0.339162864,3.391628645,0.550173696,2.47979775,24.7979775,4.022608709,3.620347838,36.20347838,5.872754237,9.895362946,227279.7813,124409,263.346939,263346.939,2633469.39,4.27E+05,
R049_Poc8_CH_N1.T2,R,049,8,N1,T2,CH,POC,0,10,12.74652867,10.072,10.274,15.4934418,15.80415709,9.138685046,2.005463315,0.71695481,0.853100114,1.071232426,10.71232426,0.840411106,11.62443225,116.2443225,9.119684702,8.207716232,82.07716232,6.439177635,15.55886234,381042.0625,137482,312.387755,312387.755,3123877.55,2.45E+05,
R050_Poc8_CH_N4.T2,R,050,8,N4,T2,CH,POC,0,10,3.857430041,4.315,4.373,6.637629297,6.726841742,2.623895436,1.344040784,0.680218542,0.432068943,0.607286286,6.072862857,1.574328709,7.224498,72.24498,18.72878555,16.85590699,168.5590699,43.69724614,62.42603168,280691.7813,130708,228.26,228260,2282600,5.92E+05,
R051_Poc8_CH_T0,R,051,8,T0,T0,T0,POC,0,10,14.26369493,,,,,,,0,,1.130791637,11.30791637,0.792776095,8.99505525,89.9505525,6.306258859,5.675632973,56.75632973,3.97907625,10.28533511,330392.5625,160619,389.44898,389448.98,3894489.8,2.73E+05,
R052_Poc8_CH_N0.T3,R,052,8,N0,T3,CH,POC,0,10,11.3112681,8.991,9.138,13.83057361,14.05668501,6.650335133,1.634866354,0.587938954,0.612638427,1.085523669,10.85523669,0.959683441,4.26030825,42.6030825,3.766428497,3.389785647,33.89785647,2.996821946,6.763250443,414898.9375,214510,202.102041,202102.041,2021020.41,1.79E+05,
R053_Poc8_CH_N1.T1,R,053,8,N1,T1,CH,POC,0,10,11.63356227,7.521,7.601,11.56931856,11.69236849,3.61911553,1.063588381,0.311092634,0.528414621,0.684900718,6.849007179,0.588728286,3.9603945,39.603945,3.404283578,3.06385522,30.6385522,2.633634607,6.037918185,346216,171142.5,283.795918,283795.918,2837959.18,2.44E+05,
R054_Poc8_CH_N3.T1,R,054,8,N3,T1,CH,POC,2,10,6.06168189,3.584,3.634,5.513154871,5.590064082,2.262035591,1.39501269,0.37316963,1.584621881,0.142749234,1.427492336,0.235494432,0.25764225,2.5764225,0.425034264,0.382530837,3.825308375,0.631063861,1.056098124,130736.9844,80996,37.530612,37530.612,375306.12,6.19E+04,
R055_Poc8_CH_N2.T3,R,055,8,N2,T3,CH,POC,0,10,8.023020582,5.255,5.306,8.0836018,8.162045539,2.307168796,0.970405779,0.2875686,0.257051186,0.897552286,8.975522857,1.118721156,10.3545375,103.545375,12.90603382,11.61543044,116.1543044,14.47762762,27.38366145,289145.5938,135488,288.142857,288142.857,2881428.57,3.59E+05,
R056_Poc8_CH_N3.T3,R,056,8,N3,T3,CH,POC,0,15,13.18993127,7.031,7.082,10.81556692,10.89400883,2.30711493,0.725268571,0.174914856,0.321065253,0.479054212,7.185813187,0.544795347,9.5431785,143.1476775,10.85279935,9.767519413,146.5127912,11.10792681,21.96072616,253986.5313,139514,349.36,349360,5240400,3.97E+05,
R057_Poc8_CH_N1.T3,R,057,8,N1,T3,CH,POC,0,10,12.80487528,6.776,6.881,10.42330831,10.58481615,4.750230561,1.549487305,0.370970467,0.676074869,0.702619011,7.02619011,0.548712108,6.808437,68.08437,5.317066235,4.785359612,47.85359612,3.737138791,9.054205026,318917.7813,150020,257,257000,2570000,2.01E+05,
R058_Poc8_CH_N0.T1,R,058,8,N0,T1,CH,POC,0,15,6.443861739,5.088,5.145,7.826710937,7.914384605,2.57863729,1.120185332,0.400169556,0.325391919,0.528314143,7.924712143,1.229807911,1.731231,25.968465,4.029953784,3.626958406,54.40437609,8.442821756,12.47277554,265666.5938,207636,228.55102,228551.02,3428265.3,5.32E+05,
R059_Poc8_CH_N2.T1,R,059,8,N2,T1,CH,POC,0,10,8.444403326,5.364,5.425,8.251273116,8.34509933,2.759594529,1.137111967,0.32679568,0.463417653,0.595487571,5.954875714,0.705186084,7.85085525,78.5085525,9.297110698,8.367399629,83.67399629,9.908810967,19.20592167,215024.3438,110111.5,260.96,260960,2609600,3.09E+05,
R060_Poc8_CH_N0.T2,R,060,8,N0,T2,CH,POC,0,10,6.576815866,4.994,5.07,7.68211363,7.799014216,3.438252547,1.521724258,0.522783763,0.603673281,0.569555198,5.695551978,0.866004476,1.4553735,14.553735,2.212884669,1.991596202,19.91596202,3.028207331,5.241091999,305786.3125,218381,137.367347,137367.347,1373673.47,2.09E+05,
G121_Por2_CH_N1.T2,G,121,2,N1,T2,CH,POR,0,15,10.5364394,6.861,7.205,10.55406009,11.08321509,15.56338255,5.013757761,1.477100751,0.930021102,1.115629349,16.73444024,1.58824434,12.44537625,186.6806438,17.71762136,15.94585923,239.1878884,22.70101686,40.41863823,,,,,,,
G122_Por2_CH_N2.T3,G,122,2,N2,T3,CH,POR,0,15,7.427441629,5.038,5.148,7.749796717,7.918999486,4.976552043,2.18331881,0.67002237,0.612234236,0.541900659,8.12850989,1.094388929,6.2305125,93.4576875,12.58275624,11.32448062,169.8672092,22.870218,35.45297424,93878.53125,29120,267.2,267200,4008000,5.40E+05,
G123_Por2_CH_N0.T3,G,123,2,N0,T3,CH,POR,2,20,8.838165531,4.368,4.297,6.719156796,6.609933811,-3.212440739,-1.625546009,-0.363473701,-0.409757538,0.391992879,7.839857582,0.887045796,3.667104,73.34208,8.298337448,7.468503703,149.3700741,16.90057439,25.19891184,150552.9063,104551,355.30612,355306.12,7106122.4,8.04E+05,
G124_Por2_CH_N1.T1,G,124,2,N1,T1,CH,POR,0,15,8.205692252,4.558,4.681,7.011427892,7.200628709,5.564729929,2.69846343,0.678154841,0.720526203,0.51487648,7.7231472,0.941193864,7.44324225,111.6486338,13.6062419,12.24561771,183.6842657,22.38498106,35.99122296,94852.625,67551,839.4,839400,12591000,1.53E+06,
G125_Por2_CH_N4.T2,G,125,2,N4,T2,CH,POR,0,15,9.090360485,4.092,4.161,6.294594754,6.400729099,3.121598373,1.686118786,0.343396544,0.300117404,0.69341716,10.4012574,1.144207363,6.149478,92.24217,10.14725105,9.132525947,136.9878892,15.06957721,25.21682826,149395.6719,74802,316.53061,316530.61,4747959.15,5.22E+05,
G126_Por2_CH_N2.T2,G,126,2,N2,T2,CH,POR,0,15,9.641731764,3.445,3.549,5.299334992,5.459310306,4.705156311,3.018780938,0.487999088,0.604872043,0.518584205,7.778763077,0.806780697,7.057521,105.862815,10.97964739,9.881682651,148.2252398,15.3733005,26.35294789,181563.6563,87312,266,266000,3990000,4.14E+05,
G127_Por2_CH_N4.T3,G,127,2,N4,T3,CH,POR,2,15,7.501701406,5.264,5.38,8.09744541,8.275876853,5.247983601,2.203552273,0.699572446,0.865370546,0.40429568,6.0644352,0.808407969,5.273916,79.10874,10.54543972,9.490895751,142.3634363,18.97748638,29.5229261,99937.22656,65611,778.2,778200,11673000,1.56E+06,
G128_Por2_CH_N0.T1,G,128,2,N0,T1,CH,POR,2,15,3.801703839,4.213,4.311,6.480725325,6.631469484,4.433651742,2.326038393,1.166227547,1.180357118,0.250413013,3.7561952,0.98802941,3.07077225,46.06158375,12.11603684,10.90443315,163.5664973,43.0245238,55.14056064,95415.44531,65661,464.8,464800,6972000,1.83E+06,
G129_Por2_CH_N3.T2,G,129,2,N3,T2,CH,POR,0,15,7.808285472,3.481,3.563,5.354712682,5.480845691,3.709794376,2.355551385,0.475109983,0.449200856,0.550576923,8.258653846,1.057678267,4.61516925,69.22753875,8.865907759,7.979316983,119.6897547,15.32855774,24.1944655,161316.5469,94532,268.36735,268367.35,4025510.25,5.16E+05,
G130_Por2_CH_N4.T1,G,130,2,N4,T1,CH,POR,0,15,5.687720167,3.725,3.82,5.730050216,5.876180248,4.297942138,2.550240001,0.755652882,0.585946589,0.48900272,7.3350408,1.289627581,6.90010875,103.5016313,18.19738458,16.37764612,245.6646918,43.19211996,61.38950454,121444.125,69567.5,616,616000,9240000,1.62E+06,
G131_Por2_CH_T0,G,131,2,T0,T0,T0,POR,0,15,5.299741549,,,,,,,0,,0.197467094,2.962006403,0.558896387,1.60642875,24.09643125,4.54671818,4.092046362,61.38069543,11.58182807,16.12854625,93611.88281,76588,373,373000,5595000,1.06E+06,
G132_Por2_CH_N3.T3,G,132,2,N3,T3,CH,POR,0,15,5.513522184,3.571,3.665,5.493156933,5.637750176,4.252742448,2.63224308,0.771329525,0.632033153,0.448577993,6.72866989,1.22039409,5.7046185,85.5692775,15.51989357,13.96790421,209.5185632,38.00085612,53.52074969,115395.2422,75270,781.8,781800,11727000,2.13E+06,
G133_Por2_CH_T0,G,133,2,T0,T0,T0,POR,0,15,4.91907516,,,,,,,0,,0.275402949,4.131044237,0.839801,2.376042,35.64063,7.245392445,6.5208532,97.812798,19.88438778,27.12978022,80940.60938,60691,384.8,384800,5772000,1.17E+06,
G134_Por2_CH_N3.T1,G,134,2,N3,T1,CH,POR,0,15,4.355346251,3.066,3.127,4.716331284,4.810162581,2.759744048,1.989497598,0.633645154,0.604595008,0.304307733,4.564616,1.048048935,2.3507355,35.2610325,8.096034269,7.286430842,109.2964626,25.09478152,33.19081579,81625.21875,57847,295.4,295400,4431000,1.02E+06,
G135_Por2_CH_N0.T2,G,135,2,N0,T2,CH,POR,0,15,5.899466211,3.322,3.412,5.110128058,5.248567384,4.071744891,2.709116576,0.690188696,0.694176369,0.391038462,5.865576923,0.994255533,2.31835875,34.77538125,5.894665721,5.305199149,79.57798724,13.48901483,19.38368055,124388.7031,89791.5,348,348000,5220000,8.85E+05,
G136_Por2_TP_N3.T1,G,136,2,N3,T1,TP,POR,0,15,4.82559,3.334,3.409,5.128587247,5.243952767,3.393103518,2.249460018,0.703147909,0.507520247,0.445710103,6.685651538,1.385457848,4.86225,72.93375,15.11395498,13.60255948,204.0383922,42.28257937,57.39653435,95031.32813,70399,826.12245,826122.45,12391836.75,2.57E+06,
G137_Por2_TP_N4.T3,G,137,2,N4,T3,TP,POR,1,15,6.3362616,4.649,4.726,7.151410266,7.269850187,3.483527105,1.656175736,0.549776402,0.563154926,0.41238233,6.185734945,0.976243617,5.519241,82.788615,13.06584548,11.75926093,176.388914,27.83801004,40.90385552,90658.13281,64624.5,794.28571,794285.71,11914285.65,1.88E+06,
